category,image_url,question,question_en,option1,option2,option3,option4,answer_index,rationale,rationale_en,hint
food,/images_quiz/food/food-onion-0073.jpg,이 음식은 무엇인가요?,What is this food?,된장찌개 (Doenjang Jjigae),바나나 (Banana),배 (Korean Pear),양파 (Onion),4,정답은 양파 (Onion) 입니다.,The correct answer is Onion.,
food,/images_quiz/food/food-pa-kimchi-0099.jpg,이 음식은 무엇인가요?,What is this food?,파김치 (Pa Kimchi),오징어튀김 (Ojingeo Twigim),김치볶음밥 (Kimchi Fried Rice),비빔면 (Bibim Myeon),1,정답은 파김치 (Pa Kimchi) 입니다.,The correct answer is Pa Kimchi.,
food,/images_quiz/food/food-pa-muchim-0109.jpg,이 음식은 무엇인가요?,What is this food?,오디 (Mulberry),인절미 (Injeolmi),파무침 (Pa Muchim),장어덮밥 (Eel Donburi),3,정답은 파무침 (Pa Muchim) 입니다.,The correct answer is Pa Muchim.,
food,/images_quiz/food/food-pancakes-0085.jpg,이 음식은 무엇인가요?,What is this food?,오징어튀김 (Ojingeo Twigim),팬케이크 (Pancakes),간장게장 (Ganjang Gejang),치즈돈까스 (Cheese Tonkatsu),2,정답은 팬케이크 (Pancakes) 입니다.,The correct answer is Pancakes.,
food,/images_quiz/food/food-paprika-0087.jpg,이 음식은 무엇인가요?,What is this food?,파프리카 (Paprika),포도 (Grapes),회오리감자 (Tornado Potato),김치볶음밥 (Kimchi Fried Rice),1,정답은 파프리카 (Paprika) 입니다.,The correct answer is Paprika.,
food,/images_quiz/food/food-peach-0086.jpg,이 음식은 무엇인가요?,What is this food?,복숭아 (Peach),콩국수 (Kongguksu),계란후라이 (Fried Egg),커피콩 (Coffee Beans),1,정답은 복숭아 (Peach) 입니다.,The correct answer is Peach.,
food,/images_quiz/food/food-peanut-0074.jpg,이 음식은 무엇인가요?,What is this food?,육회 (Yukhoe),골드키위 (Gold Kiwi),장어구이 (Grilled Eel),땅콩 (Peanut),4,정답은 땅콩 (Peanut) 입니다.,The correct answer is Peanut.,
food,/images_quiz/food/food-pizza-0083.jpg,이 음식은 무엇인가요?,What is this food?,꽈배기 (Kkwabaegi),찐빵 (Jjinppang),간장게장 (Ganjang Gejang),피자 (Pizza),4,정답은 피자 (Pizza) 입니다.,The correct answer is Pizza.,
food,/images_quiz/food/food-ramyeon-0113.jpg,이 음식은 무엇인가요?,What is this food?,참외 (Korean Melon),메주 (Meju),라면 (Ramyeon),나초 (Nachos),3,정답은 라면 (Ramyeon) 입니다.,The correct answer is Ramyeon.,
food,/images_quiz/food/food-red-chili-pepper-0047.jpg,이 음식은 무엇인가요?,What is this food?,포도 (Grapes),호박죽 (Hobakjuk),치즈돈까스 (Cheese Tonkatsu),홍고추 (Red Chili Pepper),4,정답은 홍고추 (Red Chili Pepper) 입니다.,The correct answer is Red Chili Pepper.,
food,/images_quiz/food/food-salmon-sashimi-0015.jpg,이 음식은 무엇인가요?,What is this food?,연어회 (Salmon Sashimi),포도 (Grapes),골드키위 (Gold Kiwi),타코야끼 (Takoyaki),1,정답은 연어회 (Salmon Sashimi) 입니다.,The correct answer is Salmon Sashimi.,
food,/images_quiz/food/food-samgyeopsal-0052.jpg,이 음식은 무엇인가요?,What is this food?,찐빵 (Jjinppang),사과 (Apple),삼겹살 (Samgyeopsal),계란후라이 (Fried Egg),3,정답은 삼겹살 (Samgyeopsal) 입니다.,The correct answer is Samgyeopsal.,
food,/images_quiz/food/food-samgyetang-0101.jpg,이 음식은 무엇인가요?,What is this food?,비빔면 (Bibim Myeon),삼계탕 (Samgyetang),김치전 (Kimchi Jeon),쭈꾸미 (Jjukkumi),2,정답은 삼계탕 (Samgyetang) 입니다.,The correct answer is Samgyetang.,
food,/images_quiz/food/food-shrimp-tempura-0033.jpg,이 음식은 무엇인가요?,What is this food?,새우튀김 (Shrimp Tempura),김 (Gim (Seaweed)),쌀 (Rice),꽈배기 (Kkwabaegi),1,정답은 새우튀김 (Shrimp Tempura) 입니다.,The correct answer is Shrimp Tempura.,
food,/images_quiz/food/food-soju-0010.jpg,이 음식은 무엇인가요?,What is this food?,포도 (Grapes),바게트 (Baguette),라면 (Ramyeon),소주 (Soju),4,정답은 소주 (Soju) 입니다.,The correct answer is Soju.,
food,/images_quiz/food/food-spicy-dakbal-0008.jpg,이 음식은 무엇인가요?,What is this food?,닭발 (Spicy Dakbal),김치찜 (Kimchi Jjim),키위 (Kiwi),츄러스 (Churros),1,정답은 닭발 (Spicy Dakbal) 입니다.,The correct answer is Spicy Dakbal.,
food,/images_quiz/food/food-spinach-0094.jpg,이 음식은 무엇인가요?,What is this food?,햄버거 (Hamburger),파김치 (Pa Kimchi),홍어삼합 (Hongeo Samhap),시금치 (Spinach),4,정답은 시금치 (Spinach) 입니다.,The correct answer is Spinach.,
food,/images_quiz/food/food-ssal-rice-0032.jpg,이 음식은 무엇인가요?,What is this food?,고사리 (Gosari (Bracken)),쌀 (Rice),골드키위 (Gold Kiwi),꽈배기 (Kkwabaegi),2,정답은 쌀 (Rice) 입니다.,The correct answer is Rice.,
food,/images_quiz/food/food-steak-0062.jpg,이 음식은 무엇인가요?,What is this food?,대패삼겹살 (Daepae Samgyeopsal),파프리카 (Paprika),스테이크 (Steak),핑거스테이크 (Finger Steak),3,정답은 스테이크 (Steak) 입니다.,The correct answer is Steak.,
food,/images_quiz/food/food-strawberry-0076.jpg,이 음식은 무엇인가요?,What is this food?,참외 (Korean Melon),파김치 (Pa Kimchi),딸기 (Strawberry),칵테일 (Cocktail),3,정답은 딸기 (Strawberry) 입니다.,The correct answer is Strawberry.,
food,/images_quiz/food/food-takoyaki-0072.jpg,이 음식은 무엇인가요?,What is this food?,타코야끼 (Takoyaki),파무침 (Pa Muchim),비빔면 (Bibim Myeon),굴 (Oyster),1,정답은 타코야끼 (Takoyaki) 입니다.,The correct answer is Takoyaki.,
food,/images_quiz/food/food-tonkatsu-0119.jpg,이 음식은 무엇인가요?,What is this food?,된장찌개 (Doenjang Jjigae),배 (Korean Pear),아이스크림 (Ice Cream),돈까스 (Tonkatsu),4,정답은 돈까스 (Tonkatsu) 입니다.,The correct answer is Tonkatsu.,
food,/images_quiz/food/food-tornado-potato-0017.jpg,이 음식은 무엇인가요?,What is this food?,오뎅탕 (Odeng Tang),민트초코 (Mint Chocolate),회오리감자 (Tornado Potato),동동주 (Dongdongju),3,정답은 회오리감자 (Tornado Potato) 입니다.,The correct answer is Tornado Potato.,
food,/images_quiz/food/food-tteokbokki-0045.jpg,이 음식은 무엇인가요?,What is this food?,떡볶이 (Tteokbokki),치즈돈까스 (Cheese Tonkatsu),대패삼겹살 (Daepae Samgyeopsal),김치볶음밥 (Kimchi Fried Rice),1,정답은 떡볶이 (Tteokbokki) 입니다.,The correct answer is Tteokbokki.,
food,/images_quiz/food/food-tteokgalbi-0041.jpg,이 음식은 무엇인가요?,What is this food?,된장찌개 (Doenjang Jjigae),떡갈비 (Tteokgalbi),전복죽 (Jeonbokjuk),돈까스 (Tonkatsu),2,정답은 떡갈비 (Tteokgalbi) 입니다.,The correct answer is Tteokgalbi.,
food,/images_quiz/food/food-tuna-sashimi-0011.jpg,이 음식은 무엇인가요?,What is this food?,참치회 (Tuna Sashimi),오징어 (Squid),계란 (Egg),안동찜닭 (Andong Jjimdak),1,정답은 참치회 (Tuna Sashimi) 입니다.,The correct answer is Tuna Sashimi.,
food,/images_quiz/food/food-waffles-0088.jpg,이 음식은 무엇인가요?,What is this food?,찐빵 (Jjinppang),김치찜 (Kimchi Jjim),연어회 (Salmon Sashimi),와플 (Waffles),4,정답은 와플 (Waffles) 입니다.,The correct answer is Waffles.,
food,/images_quiz/food/food-yukhoe-0110.jpg,이 음식은 무엇인가요?,What is this food?,오징어 (Squid),문어숙회 (Muneo Sukhoe),육회 (Yukhoe),치킨 (Fried Chicken),3,정답은 육회 (Yukhoe) 입니다.,The correct answer is Yukhoe.,
food,/images_quiz/food/food-yukhoe-sushi-0043.jpg,이 음식은 무엇인가요?,What is this food?,육회초밥 (Yukhoe Sushi),마늘 (Garlic),방울토마토 (Cherry Tomato),모듬과일 (Mixed Fruit),1,정답은 육회초밥 (Yukhoe Sushi) 입니다.,The correct answer is Yukhoe Sushi.,
